パッチバージョン,変更対象,変更概要,変更部分,変更前,変更後
patch13.22,ゾーイ,弱体化,ザイラ,‎：被ダメージ +5%,+8%
patch13.22,ゾーイ,調整,スレッシュ,,スレッシュ‎：固有スキルの「魂」獲得量が2倍
patch13.22,ゾーイ,調整,スレッシュ,‎：与ダメージ：+10%,0%
patch13.22,ゾーイ,調整,スレッシュ,‎：被ダメージ：-10%,0%
patch13.22,ゾーイ,バグ修正,,,スコアボード表示時に、リフトヘラルドのオブジェクトタイマーが表示されるように
patch13.22,ゾーイ,バグ修正,,,‎「ソラカを守れ」イベントの効果音がサウンド設定を無視して、常に最大の音量で再生されていた不具合を修正（すべてのヘッドフォンユーザーにお詫びいたします）
patch13.22,ゾーイ,バグ修正,,,最初のイベントが「ソラカを守れ」だった場合、UIの一部が画面上に残っていた不具合を修正
patch13.22,ゾーイ,バグ修正,,,‎「キング・オブ・ザ・ヒル」イベントに5分間の制限時間を設定
patch13.22,ゾーイ,バグ修正,,,‎「アーフ・デスマッチ」または「決闘」開始時にブライアーがアルティメットスキルを敵に命中させると、恒久的にタウント状態になっていた不具合を修正
patch13.22,ゾーイ,バグ修正,,,アイバーンまたはデイジーに付与した「タネバクダン」の爆発が、ジャングルモンスターにダメージを与えるように
patch13.22,ゾーイ,クイックプレイの既知の不具合,,,クイックプレイのロビーにおいて連続でクロマを購入すると、クロマの購入が一時的にロックされる可能性があります
patch13.22,ゾーイ,クイックプレイの既知の不具合,,,別のスキンに変更した場合、そのクロマはよく使うクロマとして保存されません
patch13.22,ゾーイ,クイックプレイの既知の不具合,,,クイックプレイの一部データは、試合のデータとして表示されません
patch13.22,ゾーイ,グローバル言語選択の既知の不具合,,,現在、一部の国際フォントが普段非対応の地域において表示されていません（例：NAプレイヤーが中国語を選択して、中国語のフォントを入力すると、ほかのNAプレイヤーには空欄のメッセージが表示されます）
patch13.23,アジール,W - 目覚めよ！,魔法ダメージ,‎：‎2～92（チャンピオンレベル10～18）（+50/67/84/101/118）（+魔力の60%）,2～77（チャンピオンレベル10～18）（+50/65/80/95/110）（+魔力の55%）
patch13.23,アジール,W - 目覚めよ！,魔法ダメージ,,魔法ダメージ‎：Wのメイン対象（プレイヤーがクリックした対象）への通常攻撃が、50%（アリーナでは100%）のダメージ値で、通常攻撃時効果を発動するように‎（これには「グインソー レイジブレード」の「幻影の攻撃」や「ルナーン ハリケーン」、「クラーケン スレイヤー」などの通常攻撃時効果が含まれます）
patch13.23,ブライアー,基本ステータス,基本体力,‎：‎610,590
patch13.23,ブライアー,W - 衝動噛み,追加物理ダメージ,‎：‎5/20/35/50/65（+合計攻撃力の5%）（+対象の減少体力の10%（+増加攻撃力100ごとに3.5%））,5/20/35/50/65（+合計攻撃力の5%）（+対象の減少体力の9%（+増加攻撃力100ごとに2.5%））‎
patch13.23,ドレイヴン,R - 死の車輪,QoLの調整,,QoLの調整‎：ドレイヴンのRの斧がチャンピオンに命中した後、ドレイヴンが倒されていたとしても、その場所まで斧が戻ってくるように
patch13.23,ジャンナ,固有スキル - テイルウィンド,増加移動速度のスケーリング,‎：‎20/25/30/35%,30%
patch13.23,ジャンナ,W - ゼファー,クールダウン,‎：‎9/8.5/8/7.5/7秒,8/7.5/7/6.5/6秒
patch13.23,ジャンナ,W - ゼファー,対象指定,‎：射程650、中心から中心,射程550、端から端（注：これにより、対象が小型の場合は以前と同等、大型の場合はより命中させやすくなっています）‎
patch13.23,ジャンナ,R - モンスーン,クールダウン,‎：‎150/135/120秒,130/115/100秒
patch13.23,ジャーヴァンⅣ,Q - ドラゴンストライク,クールダウン,‎：‎10/9/8/7/6秒,10/9.5/9/8.5/8秒
patch13.23,カ・サンテ,Q - 破撃のエントーフォ,マナコスト,‎：‎15マナ,28/26/24/22/20マナ
patch13.23,カ・サンテ,Q - 破撃のエントーフォ,ダメージ,‎：‎30/60/90/120/150（+攻撃力の40%）（+増加物理防御の30%）（+増加魔法防御の30%）,30/55/80/105/130（+攻撃力の40%）（+増加物理防御の30%）（+増加魔法防御の30%）
patch13.23,カ・サンテ,W - 切り開く猛進,バグ修正,,バグ修正‎：カ・サンテが「切り開く猛進」のダッシュを早めに始動できていた不具合を修正‎（今後は「切り開く猛進」の詠唱を早めに終了した場合、ダッシュせずに詠唱を終了します）
patch13.23,カ・サンテ,E - 辰砂の足取り,シールド量,‎：‎45/65/85/105/125（+増加体力の15%）,50/90/130/170/210（+増加体力の10%）
patch13.23,カ・サンテ,R - オールアウト,自動効果の追加ダメージ,‎：‎45/60/75%（チャンピオンレベル6/11/16）,30～78%（チャンピオンレベル6～18、均等に増加）
patch13.23,カ・サンテ,R - オールアウト,増加攻撃力,‎：‎15/30/45（+増加物理防御の25%）（+増加魔法防御の25%）,10/25/40（+増加物理防御の25%）（+増加魔法防御の25%）
patch13.23,ナフィーリ,固有スキル - 我らは一つ,‎「群れの同胞」の攻撃力,‎：‎6～29.8（チャンピオンレベルに応じて）（+増加攻撃力の4.5%）,5～25（チャンピオンレベルに応じて）（+増加攻撃力の4.5%）
patch13.23,ナフィーリ,E - 獰猛なる刃,範囲ダメージ,‎：‎65/100/135/170/205（+増加攻撃力の80%）,60/90/120/150/180（+増加攻撃力の80%）
patch13.23,ナフィーリ,E - 獰猛なる刃,‎「獰猛なる刃」の最大ダメージ,‎：‎100/150/200/250/300（+増加攻撃力の130%）,95/140/185/230/275（+増加攻撃力の130%）
patch13.23,リヴェン,Q - 折れた翼,ダメージ,‎：‎15/35/55/75/95（+攻撃力の45/50/55/60/65%）,15/35/55/75/95（+攻撃力の50/55/60/65/70%）‎
patch13.23,リヴェン,R - 追放者の剣,増加攻撃力,‎：‎20%,25%
patch13.23,トランドル,基本ステータス,レベルアップごとの攻撃力,‎：‎3,4
patch13.23,トランドル,Q - 咬み付き,マナコスト,‎：‎30,20
patch13.23,ヴェル＝コズ,固有スキル - 有機分解,‎3スタック時のダメージ,‎：‎33～169（チャンピオンレベルに応じて）（+魔力の50%）,35～180（チャンピオンレベルに応じて）（+魔力の60%）
patch13.23,ジグス,基本ステータス,基本攻撃力,‎：‎54,55
patch13.23,ジグス,Q - バウンドボム,魔法ダメージ,‎：‎95/145/195/245/295（+魔力の65%）,85/135/185/235/285（+魔力の65%）
patch13.23,ジグス,W - エンジニアボム,クールダウン,‎：‎20/18/16/14/12秒,24/21/18/15/12秒
patch13.23,ジグス,W - エンジニアボム,マナコスト,‎：‎65,80
patch13.24,アジール,W - 目覚めよ！,ダメージ,：2～77（チャンピオンレベル10～18）（+50/65/80/95/110）（+魔力の55%）,2～77（チャンピオンレベル10～18）（+50/67/84/101/118）（+魔力の55%）
patch13.24,ブラウム,基本ステータス,基本マナ自動回復,：6,7
patch13.24,ブラウム,R - 氷河の裂溝,最小ノックアップ効果時間,：0.3秒,0.6秒
patch13.24,ブラウム,R - 氷河の裂溝,2体目以降の対象へのノックアップ効果時間,：0.3秒,0.6秒
patch13.24,ブライアー,基本ステータス,基本物理防御,：32,30
patch13.24,ブライアー,基本ステータス,攻撃速度反映率,：0.644,0.669（注：レベル1の攻撃速度は変更なし）
patch13.24,ブライアー,Q - ヘッドラッシュ,ダメージ,：60/95/130/165/200（+増加攻撃力の80%）,60/90/120/150/180（+増加攻撃力の80%）
patch13.24,ブライアー,W - 血の狂乱,増加攻撃速度,：60/75/90/105/120%,55/70/85/100/115%
patch13.24,ブライアー,E - 呪福の叫び,ダメージ軽減率,：40%,35%
patch13.24,ブライアー,E - 呪福の叫び,体力回復量,：最大体力の10/11.5/13/14.5/16%,最大体力の9/10/11/12/13%
patch13.24,ブライアー,R - 迫りくる死,ダメージ,：150/300/450（+増加攻撃力の75%）（+魔力の110%）の物理,150/300/450（+増加攻撃力の50%）（+魔力の120%）の魔法ダメージ
patch13.24,ガリオ,Q - 戦の旋風,クールダウン,：12/11.5/11/10.5/10秒,12/11/10/9/8秒
patch13.24,グラガス,固有スキル - ハッピーアワー,クールダウン,：12秒,12/10/8/6秒（チャンピオンレベル1/6/11/16）
patch13.24,アイバーン,基本ステータス,基本体力,：655,630
patch13.24,アイバーン,E - タネバクダン,スロウ効果,：50/55/60/65/70%,45/50/55/60/65%
patch13.24,カ・サンテ,W - 切り開く猛進,マナコスト,：60/65/70/75/80,40/45/50/55/60
patch13.24,カ・サンテ,W - 切り開く猛進,ダメージ,：20/40/60/80/100（+攻撃力の50%）（+増加物理防御の30%）（+増加魔法防御の30%）（+対象の最大体力の6/7/8/9/10%）,20/40/60/80/100（+攻撃力の50%）（+増加物理防御の50%）（+増加魔法防御の50%）（+対象の最大体力の6/7/8/9/10%）
patch13.24,レオナ,W - エクリプス,増加物理防御,：20/25/30/35/40（+の20%）,20/27.5/35/42.5/50（+増加物理防御の20%）
patch13.24,レオナ,W - エクリプス,増加魔法防御,：20/25/30/35/40（+の20%）,20/27.5/35/42.5/50（+増加魔法防御の20%）
patch13.24,レオナ,R - ソーラーフレア,ダメージ,：100/175/250（+魔力の80%）,150/225/300（+魔力の80%）
patch13.24,ルシアン,E - スライド,クールダウン,：22/20/18/16/14秒,19/17.75/16.5/15.25/14秒
patch13.24,モルデカイザー,Q - 滅魂の一撃,ダメージ,：75/95/115/135/155（+5～139（チャンピオンレベルに応じて））（+魔力の60%）,75/95/115/135/155（+5～139（チャンピオンレベルに応じて））（+魔力の70%）
patch13.24,モルデカイザー,R - 死の国,逃げるがいい……,,逃げるがいい……：「死の国」を詠唱すると、詠唱開始時に対象が可視化されるように（つまり、R詠唱中に茂みの中に入ったとしても、スキルがキャンセルされなくなったということです。なお、対象がスキルの効果時間中ずっと可視化されるわけではないので、「死の国」に一緒にやってきた茂みに隠れることは可能です）
patch13.24,キヤナ,基本ステータス,基本マナ,：325,375
patch13.24,キヤナ,基本ステータス,レベルアップごとのマナ,：50,60
patch13.24,タロン,Q - ノクサスの刃,QoLの変更,,QoLの変更：遠隔攻撃の射程からQを使用した際、通常攻撃タイマーをリセットできるように（注：Qを近接攻撃の射程で使用した場合と同じように機能するようアップデートされました）
patch13.24,ヴェル＝コズ,W - ヴォイドの裂谷,,,ヴェル＝コズが「ヴォイドの裂谷」を発動した直後に倒されると、裂け目の前半部分が立ち消えてしまう不具合を修正
patch13.24,ヴェル＝コズ,E - 地殻砕裂,,,ヴェル＝コズが「フラッシュ」を使用するか、最大射程までノックバックさせられると、「地殻砕裂」が立ち消えてしまう不具合を修正
patch13.24,ヴェル＝コズ,E - 地殻砕裂,,,（ヴェル＝コズが詠唱中に「フラッシュ」を使用した、またはノックバックさせられた場合、このスキルの発射物が元いた位置に発生するようになりました）
patch13.24,ゼリ,基本ステータス,レベルアップごとの攻撃力,：1.3,2
patch13.24,ゼリ,W - ウルトラショックレーザー,ダメージ,：20/60/100/140/180（+攻撃力の130%）（+魔力の25%）,30/70/110/150/190（+攻撃力の130%）（+魔力の25%）
patch14.1,フェイ,基本ステータス,基本物理防御,：18,21
patch14.1,ヴェル＝コズ,E - 地殻砕裂,発射物の飛翔時間,：0.55秒（固定）,0.25～0.55秒（飛翔距離に応じて）
patch14.1,ヴェル＝コズ,E - 地殻砕裂,焦らず落ち着いて,,焦らず落ち着いて：ヴェル＝コズのEの円形スキルインジケーターが発動直後ではなく、0.25秒後に表示されるように
